t,x(t),z(t),v_x(t),v_z(t),a_x(t),a_z(t) (added)
824.5821,7.851393,-3.14372,0.003579269,0.002551526,0.007765225,0.00638177
824.6021,7.851467,-3.143667,0.003690529,0.002641963,0.007543496,0.006222983
824.6221,7.851543,-3.143612,0.003795888,0.002730107,0.007316045,0.00605919
824.6422,7.851621,-3.143556,0.003899313,0.002815885,0.007081443,0.005890389
824.6622,7.851701,-3.143498,0.003998008,0.002899227,0.006842548,0.005716583
824.6822,7.851783,-3.143439,0.004097312,0.002980062,0.006596501,0.005537769
824.7022,7.851867,-3.143377,0.004189028,0.00305832,0.006344731,0.005353949
824.7222,7.851952,-3.143315,0.004277112,0.003133929,0.006088669,0.005165837
824.7422,7.852039,-3.14325,0.004365567,0.003206154,0.005826887,0.004973433
824.7623,7.852128,-3.143185,0.00444621,0.003276958,0.005560812,0.004776738
824.7823,7.852219,-3.143118,0.004524373,0.003344259,0.005289015,0.004575752
824.8023,7.852311,-3.14305,0.004598633,0.003407994,0.005012927,0.004371189
824.8223,7.852404,-3.14298,0.004668928,0.003470137,0.004732547,0.004163049
824.8423,7.852499,-3.14291,0.004735197,0.003528616,0.004447876,0.003951334
824.8624,7.852595,-3.142838,0.004796029,0.003584052,0.004160343,0.003736042
824.8824,7.852692,-3.142765,0.004855434,0.003636397,0.003868519,0.003517889
824.9024,7.85279,-3.142692,0.004909308,0.003685611,0.003573834,0.003296875
824.9224,7.85289,-3.142617,0.004958954,0.003731652,0.003276288,0.003073
824.9424,7.85299,-3.142541,0.005004336,0.003774483,0.002975881,0.002846264
824.9625,7.85309,-3.142465,0.005044061,0.003813385,0.002674043,0.002617383
824.9825,7.853192,-3.142388,0.005083513,0.003850358,0.002369344,0.002386355
825.0025,7.853294,-3.14231,0.005114556,0.003883345,0.002061784,0.002153182
825.0225,7.853397,-3.142232,0.005142541,0.003912992,0.001752794,0.001918578
825.0425,7.8535,-3.142154,0.005164753,0.003939278,0.001443803,0.001682544
825.0626,7.853604,-3.142074,0.005186595,0.003962185,0.001131952,0.001445079
825.0826,7.853708,-3.141995,0.005199932,0.003982369,0.0008201002,0.001206183
825.1026,7.853813,-3.141915,0.005210152,0.003997783,0.0005068183,0.0009665728
825.1226,7.853917,-3.141835,0.005214546,0.004010445,0.0001949668,0.0007262468
825.1426,7.854021,-3.141754,0.005218534,0.004020345,-0.0001183152,0.0004852057
825.1627,7.854125,-3.141674,0.005214,0.004025449,-0.0004315972,0.0002434492
825.1827,7.854229,-3.141593,0.005204984,0.004027771,-0.0007434487,1.69278E-06
825.2027,7.854333,-3.141513,0.005195568,0.00402664,-0.0010553,-0.0002400637
825.2227,7.854437,-3.141432,0.005177655,0.004022056,-0.001365721,-0.0004811048
825.2427,7.85454,-3.141352,0.005156657,0.00401403,-0.001674712,-0.000722146
825.2628,7.854642,-3.141272,0.005131253,0.004002562,-0.001982272,-0.0009624719
825.2828,7.854744,-3.141192,0.005101462,0.003986989,-0.002288401,-0.001201367
825.3028,7.854846,-3.141113,0.005067306,0.003970032,-0.0025931,-0.001439548
825.3228,7.854947,-3.141034,0.005028808,0.003947656,-0.002894938,-0.001676297
825.3428,7.855046,-3.140955,0.00498601,0.003922577,-0.003193914,-0.001911616
825.3629,7.855145,-3.140877,0.004938951,0.003894142,-0.00349003,-0.002145505
825.3829,7.855243,-3.1408,0.004887677,0.003862377,-0.003783285,-0.002377248
825.4029,7.85534,-3.140724,0.004832229,0.003827309,-0.004073679,-0.002606845
825.4229,7.855435,-3.140648,0.004772647,0.003788971,-0.00435978,-0.002834296
825.4429,7.855529,-3.140573,0.004708997,0.003747395,-0.004643021,-0.003058886
825.463,7.855622,-3.140499,0.004641318,0.003702623,-0.00492197,-0.00328133
825.483,7.855713,-3.140426,0.004568323,0.003654686,-0.005195198,-0.003500914
825.503,7.855803,-3.140354,0.004495497,0.003602952,-0.005465564,-0.003716921
825.523,7.855892,-3.140283,0.004414785,0.003549495,-0.005730208,-0.003930067
825.543,7.855978,-3.140213,0.004331659,0.003492336,-0.005990561,-0.004139637
825.563,7.856063,-3.140144,0.004243488,0.003432199,-0.006245191,-0.00434563
825.5831,7.856146,-3.140077,0.004154406,0.003369137,-0.006494099,-0.004548047
825.6031,7.856227,-3.140011,0.004060448,0.003303201,-0.006737286,-0.004746173
825.6231,7.856307,-3.139946,0.003964392,0.003234455,-0.006974751,-0.004940007
825.6431,7.856384,-3.139883,0.003862272,0.003162958,-0.007206493,-0.00512955
825.6631,7.856459,-3.139821,0.003758218,0.003088776,-0.007432513,-0.0053148
825.6832,7.856532,-3.139761,0.003650967,0.003012644,-0.00765138,-0.00549576
825.7032,7.856603,-3.139702,0.00354062,0.0029326,-0.007863095,-0.005671712
825.7232,7.856671,-3.139645,0.003428634,0.002850738,-0.008069089,-0.005842658
825.7432,7.856738,-3.13959,0.003311037,0.002766459,-0.008267929,-0.006008597
825.7632,7.856802,-3.139536,0.00319198,0.002679833,-0.008459616,-0.006169529
825.7833,7.856863,-3.139484,0.003070221,0.002590934,-0.008644152,-0.00632474
825.8033,7.856922,-3.139434,0.00294451,0.002499843,-0.008820104,-0.006474943
825.8233,7.856978,-3.139386,0.002820373,0.002406634,-0.008990333,-0.006619425
825.8433,7.857032,-3.13934,0.002688443,0.002311387,-0.00915198,-0.006758183
825.8633,7.857083,-3.139296,0.002558286,0.002214186,-0.009305045,-0.006891221
825.8834,7.857132,-3.139253,0.002424636,0.002115113,-0.009450956,-0.00701782
825.9034,7.857178,-3.139213,0.002288938,0.002014259,-0.009588284,-0.007138698
825.9234,7.857221,-3.139175,0.002151318,0.001911708,-0.00971703,-0.007253139
825.9434,7.857261,-3.139139,0.002011898,0.001808227,-0.009837192,-0.007361858
825.9634,7.857298,-3.139105,0.001872154,0.001701875,-0.009950203,-0.007464139
825.9835,7.857333,-3.139073,0.001728136,0.001594763,-0.0100532,-0.007559983
826.0035,7.857364,-3.139043,0.001584035,0.001486315,-0.01014761,-0.00764939
826.0235,7.857393,-3.139015,0.00143998,0.001375946,-0.01023487,-0.007731644
826.0435,7.857419,-3.13899,0.001290668,0.001266457,-0.01031212,-0.007807461
826.0635,7.857442,-3.138967,0.001144342,0.001153896,-0.01038078,-0.00787684
826.0836,7.857462,-3.138946,0.0009957338,0.001041047,-0.01044087,-0.007939067
826.1036,7.857479,-3.138928,0.0008463077,0.0009273433,-0.01049093,-0.007994857
826.1236,7.857492,-3.138911,0.0006975611,0.0008135515,-0.01053242,-0.008043494
826.1436,7.857503,-3.138897,0.0005455646,0.0006977466,-0.01056532,-0.008085694
826.1636,7.857512,-3.138886,0.0003944879,0.0005820457,-0.01058964,-0.008120742
826.1837,7.857516,-3.138876,0.0002431092,0.0004652027,-0.01060394,-0.008148637
826.2037,7.857518,-3.138869,9.156999E-05,0.0003500202,-0.01060966,-0.008170094
826.2237,7.857517,-3.138865,-6.000808E-05,0.0002318658,-0.01060537,-0.008183684
826.2437,7.857512,-3.138862,-0.0002101293,0.0001155734,-0.0105925,-0.008190837
826.2637,7.857505,-3.138862,-0.0003627236,-1.461194E-06,-0.01057104,-0.008190837
826.2838,7.857495,-3.138865,-0.0005136218,-0.0001184627,-0.01053957,-0.008183684
826.3038,7.857481,-3.13887,-0.000664025,-0.0002353285,-0.01049952,-0.008169379
826.3238,7.857465,-3.138876,-0.0008124613,-0.00035128,-0.01045088,-0.008148637
826.3438,7.857446,-3.138886,-0.0009628609,-0.0004689293,-0.01039366,-0.008120026
826.3638,7.857424,-3.138898,-0.001112405,-0.0005834377,-0.01032642,-0.008084979
826.3839,7.857399,-3.138912,-0.001256893,-0.0006994322,-0.01025061,-0.008042779
826.4039,7.85737,-3.138928,-0.001404302,-0.0008134454,-0.01016621,-0.007994141
826.4239,7.857339,-3.138947,-0.001549121,-0.0009280795,-0.01007323,-0.007938351
826.4439,7.857306,-3.138967,-0.001692567,-0.001041211,-0.00997166,-0.007876125
826.4639,7.857269,-3.13899,-0.001834522,-0.00115342,-0.009861511,-0.007806745
826.4839,7.857229,-3.139016,-0.001973511,-0.001264606,-0.00974278,-0.007730928
826.504,7.857187,-3.139043,-0.002113464,-0.001374678,-0.009615464,-0.007648675
826.524,7.857142,-3.139073,-0.002250214,-0.001483543,-0.009480997,-0.007559983
826.544,7.857094,-3.139104,-0.002385001,-0.001591111,-0.009337947,-0.007464854
826.564,7.857044,-3.139138,-0.002517706,-0.001697964,-0.009186313,-0.007362573
826.584,7.856991,-3.139174,-0.002646856,-0.0018013,-0.009027527,-0.007254569
826.6041,7.856936,-3.139213,-0.002776402,-0.001905089,-0.008861588,-0.007140129
826.6241,7.856877,-3.139253,-0.002903546,-0.00200654,-0.008687067,-0.007019966
826.6441,7.856817,-3.139295,-0.003024107,-0.002106244,-0.008505393,-0.006893367
826.6641,7.856754,-3.139339,-0.003146085,-0.002204113,-0.008316565,-0.006761044
826.6841,7.856688,-3.139385,-0.003263987,-0.002299387,-0.008120586,-0.006623001
826.7042,7.856621,-3.139433,-0.003379054,-0.002394013,-0.007917454,-0.006479234
826.7242,7.856551,-3.139483,-0.003491187,-0.002485885,-0.007708601,-0.006329746
826.7442,7.856479,-3.139534,-0.003600304,-0.002574918,-0.007492594,-0.006175251
826.7642,7.856405,-3.139587,-0.003706305,-0.00266307,-0.007270866,-0.00601575
826.7842,7.856329,-3.139642,-0.003809109,-0.002748244,-0.007041984,-0.005850526
826.8043,7.856251,-3.139699,-0.003908614,-0.002831034,-0.006807381,-0.005680295
826.8243,7.856171,-3.139757,-0.00400474,-0.002910692,-0.006567055,-0.005505773
826.8443,7.856089,-3.139817,-0.004097406,-0.002989185,-0.006321008,-0.005326245
826.8643,7.856005,-3.139879,-0.00418653,-0.003064417,-0.006069239,-0.005142424
826.8843,7.855919,-3.139941,-0.004270682,-0.003137002,-0.005813178,-0.004954312
826.9044,7.855832,-3.140005,-0.004353851,-0.003206879,-0.005551395,-0.004761908
826.9244,7.855743,-3.140071,-0.004431912,-0.003273987,-0.00528532,-0.004565213
826.9444,7.855653,-3.140138,-0.004506147,-0.003337591,-0.005014954,-0.004364942
826.9644,7.855562,-3.140206,-0.0045765,-0.003399666,-0.004740296,-0.004161094
826.9844,7.855469,-3.140275,-0.004641556,-0.003458138,-0.004462777,-0.00395367
827.0045,7.855375,-3.140345,-0.004706682,-0.00351363,-0.004179536,-0.00374267
827.0245,7.855279,-3.140416,-0.004763697,-0.003566091,-0.003893434,-0.003528809
827.0445,7.855183,-3.140489,-0.004816602,-0.003615483,-0.003604471,-0.003312086
827.0645,7.855086,-3.140562,-0.004868065,-0.003661765,-0.003312646,-0.003092503
827.0845,7.854988,-3.140636,-0.004914,-0.003705572,-0.003017962,-0.002870059
827.1046,7.854888,-3.140711,-0.004955709,-0.00374484,-0.002720415,-0.002645468
827.1246,7.854789,-3.140786,-0.004993156,-0.003781561,-0.002421438,-0.002418733
827.1446,7.854688,-3.140863,-0.005027673,-0.003815034,-0.002119601,-0.002189851
827.1646,7.854587,-3.14094,-0.005055169,-0.003845227,-0.001816332,-0.001958823
827.1846,7.854486,-3.141017,-0.00507967,-0.003871436,-0.001511633,-0.001726365
827.2047,7.854383,-3.141095,-0.005099814,-0.003895666,-0.001205504,-0.001492476
827.2247,7.854281,-3.141173,-0.005115579,-0.003915876,-0.000897944,-0.001257873
827.2447,7.854178,-3.141252,-0.005125595,-0.003932726,-0.000590384,-0.001021838
827.2647,7.854076,-3.141331,-0.005133913,-0.003946201,-0.000282824,-0.0007850885
827.2847,7.853973,-3.14141,-0.00513649,-0.003956289,2.473591E-05,-0.0005476236
827.3047,7.85387,-3.141489,-0.005136021,-0.003962982,0.0003337264,-0.0003101587
827.3248,7.853768,-3.141569,-0.005127088,-0.00396628,0.0006412864,-7.197856E-05
827.3448,7.853665,-3.141648,-0.005117808,-0.003966175,0.0009488463,0.0001662016
827.3648,7.853563,-3.141727,-0.005102795,-0.003962668,0.001254976,0.0004036665
827.3848,7.853462,-3.141806,-0.005083409,-0.003955769,0.001559675,0.0006411314
827.4048,7.853361,-3.141885,-0.005059677,-0.003945481,0.001862943,0.0008778811
827.4249,7.85326,-3.141964,-0.005031618,-0.003931812,0.002164781,0.001113915
827.4449,7.85316,-3.142042,-0.004999256,-0.003914776,0.002465188,0.001348519
827.4649,7.853061,-3.14212,-0.004962611,-0.003894392,0.002762734,0.001582408
827.4849,7.852962,-3.142198,-0.004921726,-0.003870673,0.00305742,0.001814866
827.5049,7.852865,-3.142274,-0.004877995,-0.003843641,0.003350675,0.002045178
827.525,7.852768,-3.142351,-0.004827387,-0.003813326,0.003639637,0.00227406
827.545,7.852673,-3.142426,-0.004774011,-0.003779749,0.003925739,0.002500796
827.565,7.852579,-3.142501,-0.004716566,-0.003742944,0.004208981,0.002725386
827.585,7.852486,-3.142575,-0.00465509,-0.003702939,0.00448793,0.002947831
827.605,7.852394,-3.142648,-0.004589647,-0.003659769,0.004762588,0.003167414
827.6251,7.852304,-3.142721,-0.004521649,-0.003613473,0.005034385,0.003384137
827.6451,7.852214,-3.142792,-0.00444709,-0.003564096,0.00530189,0.003597998
827.6651,7.852127,-3.142862,-0.004368725,-0.003511677,0.005563673,0.003808998
827.6851,7.852041,-3.142931,-0.004289343,-0.003455583,0.005821165,0.004016422
827.7051,7.851957,-3.142999,-0.00420496,-0.003397891,0.006072934,0.00422027
827.7252,7.851875,-3.143066,-0.004118353,-0.003336631,0.006320412,0.004420541
827.7452,7.851794,-3.143132,-0.004025536,-0.003272526,0.006562168,0.004617237
827.7652,7.851716,-3.143196,-0.003930638,-0.003205629,0.006798202,0.00480964
827.7852,7.851639,-3.143259,-0.003832397,-0.003136003,0.007028514,0.004997752
827.8052,7.851564,-3.14332,-0.003729542,-0.003063709,0.007251672,0.005181572
827.8253,7.851492,-3.14338,-0.00362758,-0.00298881,0.00746911,0.005361101
827.8453,7.851421,-3.143438,-0.003518495,-0.002911368,0.007680825,0.005535623
827.8653,7.851353,-3.143495,-0.003407761,-0.002831454,0.007885387,0.005705854
827.8853,7.851287,-3.143549,-0.003292786,-0.002748456,0.008082797,0.005870362
827.9053,7.851224,-3.143603,-0.003177724,-0.002665157,0.008273054,0.00603058
827.9254,7.851162,-3.143654,-0.003059982,-0.00257757,0.00845759,0.006185074
827.9454,7.851104,-3.143704,-0.002935585,-0.002488473,0.008633542,0.006334563
827.9654,7.851048,-3.143752,-0.002812754,-0.002397267,0.008802341,0.006478328
827.9854,7.850994,-3.143798,-0.002686203,-0.002304033,0.008963989,0.006616373
828.0054,7.850943,-3.143842,-0.002557378,-0.002208854,0.009117053,0.006748694
828.0255,7.850894,-3.143884,-0.002426403,-0.002111812,0.009262964,0.006875294
828.0455,7.850848,-3.143925,-0.00229338,-0.002013665,0.009400292,0.006996172
828.0655,7.850805,-3.143963,-0.002158434,-0.001912469,0.009530468,0.007110613
828.0855,7.850764,-3.143999,-0.002021667,-0.00181034,0.009652061,0.007219332
828.1055,7.850727,-3.144033,-0.001883201,-0.001706688,0.009765072,0.007321613
828.1255,7.850692,-3.144065,-0.001743161,-0.001601605,0.009869498,0.007417457
828.1456,7.85066,-3.144095,-0.001601669,-0.001495859,0.009965342,0.007507578
828.1656,7.850631,-3.144123,-0.001458849,-0.001387506,0.0100526,0.007590548
828.1856,7.850605,-3.144148,-0.001316174,-0.001278671,0.01013128,0.00766708
828.2056,7.850581,-3.144172,-0.001169717,-0.001169451,0.01020138,0.007737175
828.2256,7.850561,-3.144193,-0.001023646,-0.001057911,0.01026289,0.007800832
828.2457,7.850543,-3.144212,-0.00087674,-0.000946166,0.01031581,0.007857338
828.2657,7.850528,-3.144228,-0.0007291201,-0.0008336473,0.01036016,0.007907405
828.2857,7.850517,-3.144243,-0.000580909,-0.0007204456,0.01039449,0.007950321
828.3057,7.850508,-3.144255,-0.0004322499,-0.000607339,0.01042024,0.007986799
828.3257,7.850502,-3.144265,-0.0002832654,-0.0004923938,0.01043741,0.008016124
828.3458,7.8505,-3.144272,-0.0001340783,-0.0003784114,0.01044599,0.008039013
828.3658,7.8505,-3.144278,1.518866E-05,-0.0002627858,0.01044456,0.008054748
828.3858,7.850503,-3.14428,0.0001643925,-0.0001476415,0.01043455,0.008063331
828.4058,7.85051,-3.144281,0.000312059,-3.240864E-05,0.01041595,0.008065477
828.4258,7.850519,-3.144279,0.0004621171,8.282192E-05,0.01038877,0.00806047
828.4459,7.850531,-3.144275,0.0006117497,0.000197948,0.01035158,0.008048311
828.4659,7.850546,-3.144269,0.0007567548,0.0003128673,0.0103058,0.008029714
828.4859,7.850564,-3.144261,0.0009051099,0.0004268124,0.01025144,0.008003965
828.5059,7.850585,-3.14425,0.001051302,0.0005417066,0.0101885,0.007971779
828.5259,7.850609,-3.144237,0.001196551,0.0006554354,0.01011698,0.007932439
828.546,7.850636,-3.144222,0.001340737,0.0007685685,0.01003687,0.007886663
828.566,7.850666,-3.144204,0.001483737,0.0008816911,0.009948175,0.007833734
828.586,7.850698,-3.144184,0.001625429,0.0009926754,0.009850902,0.007774368
828.606,7.850733,-3.144162,0.001767043,0.001103453,0.009745045,0.007707849
828.626,7.850771,-3.144138,0.001904404,0.001212573,0.009630604,0.007634894
828.6461,7.850812,-3.144111,0.002041436,0.00132197,0.009507581,0.007555501
828.6661,7.850856,-3.144083,0.002175323,0.001429529,0.009377404,0.00746967
828.6861,7.850902,-3.144052,0.002310011,0.001535829,0.009238645,0.007377403
828.7061,7.850951,-3.144019,0.002441333,0.001640106,0.009092734,0.007279413
828.7261,7.851002,-3.143984,0.00257053,0.001744978,0.00893824,0.007174271
828.7462,7.851056,-3.143947,0.002697483,0.001845619,0.008776592,0.007063406
828.7662,7.851112,-3.143908,0.00282209,0.00194667,0.008607793,0.00694682
828.7862,7.851171,-3.143867,0.002945602,0.002045354,0.00843041,0.006823796
828.8062,7.851233,-3.143825,0.003062493,0.002141576,0.008247305,0.006695766
828.8262,7.851296,-3.14378,0.003180781,0.002237967,0.008057048,0.006561298
828.8463,7.851362,-3.143733,0.003296324,0.002330385,0.007859638,0.006421108
828.8663,7.85143,-3.143685,0.003406313,0.002420772,0.007655076,0.006275912
828.8863,7.8515,-3.143634,0.003514692,0.002510409,0.007444791,0.006124993
828.9063,7.851573,-3.143582,0.00362004,0.002596515,0.007227354,0.005969068
828.9263,7.851647,-3.143529,0.00372225,0.002681718,0.007004195,0.005808135
828.9464,7.851723,-3.143473,0.003821244,0.002763925,0.006775314,0.005642196
828.9664,7.851802,-3.143417,0.00391829,0.002843061,0.00653928,0.005471965
828.9864,7.851882,-3.143358,0.004007886,0.002921767,0.006298955,0.005296728
829.0064,7.851964,-3.143298,0.004098068,0.002995925,0.006052907,0.005117199
829.0264,7.852047,-3.143237,0.004183365,0.003068168,0.005802568,0.004933379
829.0464,7.852133,-3.143174,0.00426506,0.003137766,0.005546507,0.004745267
829.0665,7.85222,-3.14311,0.004343073,0.003205333,0.005286154,0.004552864
829.0865,7.852308,-3.143045,0.004417344,0.003268781,0.00502151,0.004356883
829.1065,7.852397,-3.142978,0.004487813,0.003330085,0.004752574,0.004157327
829.1265,7.852489,-3.142911,0.004555772,0.003388521,0.004479347,0.003954195
829.1465,7.852581,-3.142842,0.004617108,0.003444039,0.004201828,0.003747486
829.1666,7.852674,-3.142772,0.004675807,0.003497263,0.003921448,0.003537201
829.1866,7.852769,-3.142701,0.004730487,0.003545443,0.003638207,0.00332477
829.2066,7.852865,-3.142629,0.004781105,0.003592596,0.003350675,0.003109478
829.2266,7.852961,-3.142556,0.0048276,0.003635989,0.003061711,0.002891325
829.2466,7.853058,-3.142483,0.004869953,0.003676251,0.002769887,0.002671027
829.2667,7.853157,-3.142409,0.004908126,0.00371403,0.002475202,0.002447867
829.2867,7.853255,-3.142334,0.004942076,0.003747261,0.002179086,0.002223277
829.3067,7.853355,-3.142258,0.004971789,0.003777947,0.001880109,0.001996541
829.3267,7.853455,-3.142182,0.00499722,0.003805385,0.001579702,0.001768374
829.3467,7.853555,-3.142106,0.005018353,0.003829556,0.001279294,0.001538777
829.3668,7.853656,-3.142029,0.005035188,0.003850441,0.0009774566,0.00130775
829.3868,7.853757,-3.141951,0.005047706,0.003868019,0.0006741881,0.001076007
829.4068,7.853858,-3.141874,0.005055889,0.003882957,0.0003709197,0.0008428335
829.4268,7.853959,-3.141796,0.005059736,0.003892534,6.765125E-05,0.0006096602
829.4468,7.85406,-3.141718,0.005059251,0.003901476,-0.0002356172,0.0003750563
829.4669,7.854161,-3.14164,0.005054432,0.003904366,-0.0005388856,0.0001411676
829.4869,7.854262,-3.141562,0.005045283,0.003906612,-0.000842154,-9.343623E-05
829.5069,7.854363,-3.141484,0.005031804,0.003903484,-0.001143992,-0.0003273249
829.5269,7.854463,-3.141406,0.005014017,0.003897687,-0.001444399,-0.0005612135
829.5469,7.854563,-3.141328,0.004991944,0.003888552,-0.001743376,-0.0007943868
829.567,7.854662,-3.14125,0.004966957,0.003876088,-0.002042353,-0.001026845
829.587,7.854761,-3.141173,0.004933657,0.003860308,-0.002338469,-0.001258588
829.607,7.854859,-3.141096,0.00490018,0.003841221,-0.002633154,-0.0014889
829.627,7.854957,-3.14102,0.00486116,0.00381885,-0.002924978,-0.001717782
829.647,7.855053,-3.140944,0.004816629,0.003793891,-0.003213942,-0.001945233
829.6671,7.855148,-3.140869,0.004770681,0.00376434,-0.003500043,-0.002171254
829.6871,7.855243,-3.140794,0.004719314,0.003732242,-0.003783285,-0.002395129
829.7071,7.855336,-3.14072,0.004663914,0.003696957,-0.004063665,-0.002616858
829.7271,7.855428,-3.140647,0.004604524,0.003658513,-0.004339753,-0.002836442
829.7471,7.855519,-3.140575,0.004541209,0.003616945,-0.00461155,-0.003053164
829.7672,7.855608,-3.140503,0.00447538,0.003572968,-0.004880486,-0.00326774
829.7872,7.855697,-3.140433,0.004403029,0.003524588,-0.00514513,-0.003479456
829.8072,7.855783,-3.140363,0.004326912,0.003473195,-0.005404052,-0.003687595
829.8272,7.855868,-3.140295,0.004251172,0.003420871,-0.005660113,-0.003892874
829.8472,7.855952,-3.140228,0.0041664,0.003363606,-0.005910452,-0.004094576
829.8672,7.856033,-3.140162,0.004082119,0.003304149,-0.00615507,-0.004292701
829.8873,7.856113,-3.140097,0.003993024,0.00324188,-0.006393964,-0.00448725
829.9073,7.856191,-3.140033,0.003900541,0.003176849,-0.006628567,-0.004677508
829.9273,7.856267,-3.139971,0.003804733,0.003109796,-0.006857449,-0.00486419
829.9473,7.856341,-3.13991,0.003705682,0.003038744,-0.007079178,-0.00504658
829.9673,7.856413,-3.139851,0.003603494,0.002965782,-0.007295184,-0.005224678
829.9874,7.856483,-3.139793,0.003498249,0.002890297,-0.007505468,-0.00539777
830.0074,7.856551,-3.139737,0.003390031,0.002812361,-0.007708601,-0.00556657
830.0274,7.856617,-3.139683,0.003278943,0.002732037,-0.00790601,-0.005730363
830.0474,7.85668,-3.13963,0.003165066,0.002649396,-0.008096268,-0.005889149
830.0674,7.856741,-3.139578,0.003048506,0.002565186,-0.008279373,-0.006042929
830.0875,7.8568,-3.139529,0.002929363,0.002477455,-0.008455325,-0.006191702
830.1075,7.856856,-3.139481,0.002806389,0.002388295,-0.008622695,-0.006334753
830.1275,7.85691,-3.139435,0.002685112,0.002297122,-0.008784342,-0.006472797
830.1475,7.856961,-3.139391,0.002557514,0.002204,-0.008937405,-0.006605119
830.1675,7.857009,-3.139349,0.002429112,0.002109016,-0.009083317,-0.006731719
830.1876,7.857055,-3.139308,0.002298664,0.002012251,-0.009220645,-0.006852597
830.2076,7.857099,-3.13927,0.002166292,0.001913787,-0.009350821,-0.006967753
830.2276,7.857139,-3.139234,0.002032099,0.001813706,-0.009472414,-0.007076471
830.2476,7.857177,-3.139199,0.00189756,0.001712102,-0.009586854,-0.007179468
830.2676,7.857213,-3.139167,0.001758724,0.001609055,-0.009692712,-0.007276027
830.2877,7.857245,-3.139137,0.001618411,0.001504658,-0.009789987,-0.007366149
830.3077,7.857275,-3.139109,0.00147945,0.001399005,-0.009878677,-0.007449834
830.3277,7.857301,-3.139083,0.001337918,0.001292862,-0.009958786,-0.007527797
830.3477,7.857325,-3.13906,0.001195279,0.00118361,-0.01003031,-0.007598607
830.3677,7.857346,-3.139038,0.001051659,0.001075401,-0.01009325,-0.00766298
830.3878,7.857364,-3.139019,0.0009085338,0.0009663086,-0.01014761,-0.007720915
830.4078,7.857379,-3.139002,0.0007619729,0.0008550673,-0.01019339,-0.007772413
830.4278,7.857392,-3.138987,0.0006161465,0.000743796,-0.01023058,-0.007816759
830.4478,7.857401,-3.138974,0.0004698329,0.0006326,-0.01025919,-0.007854667
830.4678,7.857408,-3.138964,0.0003231524,0.0005195447,-0.01027922,-0.007886139
830.4879,7.857411,-3.138956,0.0001748762,0.0004067444,-0.01028923,-0.007910457
830.5079,7.857412,-3.13895,2.919953E-05,0.0002936316,-0.01029066,-0.007928338
830.5279,7.857409,-3.138946,-0.0001164502,0.0001802958,-0.01028351,-0.007939067
830.5479,7.857404,-3.138945,-0.0002646581,6.683773E-05,-0.01026777,-0.007943358
830.5679,7.857396,-3.138946,-0.0004112529,-4.732425E-05,-0.01024345,-0.007940497
830.588,7.857385,-3.138949,-0.000557456,-0.0001600629,-0.01021055,-0.007931199
830.608,7.857371,-3.138954,-0.0007031474,-0.0002733094,-0.01016764,-0.007914748
830.628,7.857354,-3.138962,-0.0008481841,-0.0003862896,-0.01011614,-0.00789186
830.648,7.857334,-3.138972,-0.0009910924,-0.0004995858,-0.01005749,-0.00786182
830.668,7.857311,-3.138984,-0.001137173,-0.000610397,-0.009988826,-0.007825342
830.688,7.857285,-3.138999,-0.001278186,-0.0007226762,-0.009911579,-0.007781711
830.7081,7.857257,-3.139015,-0.001418047,-0.0008336281,-0.00982718,-0.007731644
830.7281,7.857226,-3.139034,-0.001559365,-0.0009438336,-0.009734197,-0.007675139
830.7481,7.857192,-3.139055,-0.00169932,-0.001053201,-0.0096312,-0.007612197
830.7681,7.857155,-3.139078,-0.00183371,-0.001161635,-0.009521051,-0.007542817
830.7881,7.857116,-3.139104,-0.001970534,-0.00126905,-0.00940232,-0.007467
830.8082,7.857074,-3.139131,-0.002102928,-0.001376026,-0.009276435,-0.007384031
830.8282,7.857029,-3.139161,-0.002236184,-0.001479761,-0.009141967,-0.007295339
830.8482,7.856982,-3.139193,-0.002366135,-0.001584223,-0.009000347,-0.00720021
830.8682,7.856932,-3.139226,-0.002494024,-0.001686624,-0.008850144,-0.007098644
830.8882,7.856879,-3.139262,-0.002619731,-0.001786868,-0.008692789,-0.006991356
830.9083,7.856824,-3.1393,-0.002743155,-0.001886901,-0.008528281,-0.006878346
830.9283,7.856767,-3.13934,-0.002864194,-0.001984618,-0.00835662,-0.006758898
830.9483,7.856708,-3.139381,-0.002982746,-0.002079925,-0.008177807,-0.006634445
830.9683,7.856646,-3.139425,-0.00309871,-0.002175452,-0.007991841,-0.006503553
830.9883,7.856581,-3.13947,-0.003211985,-0.002266383,-0.007798722,-0.006367655
831.0084,7.856515,-3.139517,-0.003321118,-0.002357369,-0.007599882,-0.006226034
831.0284,7.856446,-3.139566,-0.003430079,-0.002445635,-0.007393889,-0.006079407
831.0484,7.856376,-3.139617,-0.003534721,-0.00253178,-0.007182174,-0.005927773
831.0684,7.856303,-3.139669,-0.003636307,-0.002615734,-0.006963307,-0.005771133
831.0884,7.856228,-3.139723,-0.003734738,-0.002698103,-0.006738717,-0.00560877
831.1085,7.856152,-3.139779,-0.00382858,-0.002776103,-0.006509835,-0.005442115
831.1285,7.856073,-3.139836,-0.003923178,-0.002853049,-0.006273801,-0.00527117
831.1485,7.855993,-3.139894,-0.004010332,-0.002928883,-0.006033476,-0.005095217
