t,x(t),z(t),v_x(t),v_z(t),a_x(t),a_z(t) (added)
229.8523,7.846152,-2.868989,-0.5649179,-0.09940557,0.02348774,-0.807721
229.8723,7.834872,-2.871245,-0.5641193,-0.1123224,0.0573261,-0.8011997
229.8923,7.823603,-2.873692,-0.5634397,-0.1223304,0.09112142,-0.7941219
229.9123,7.812373,-2.876403,-0.5616189,-0.1350388,0.1247894,-0.7862773
229.9323,7.801173,-2.8793,-0.5600328,-0.1448347,0.1583531,-0.7778854
229.9523,7.790031,-2.882456,-0.5571973,-0.1572929,0.1917199,-0.7687382
229.9723,7.778937,-2.885794,-0.5547115,-0.1668436,0.2249216,-0.7590554
229.9923,7.767923,-2.889384,-0.5508716,-0.1790097,0.2578563,-0.7486313
230.0123,7.756974,-2.89315,-0.5474977,-0.1882838,0.2905674,-0.7376846
230.0323,7.746124,-2.897162,-0.5426716,-0.2001174,0.3229465,-0.7260126
230.0523,7.735356,-2.901344,-0.5384208,-0.2090834,0.3550433,-0.7138323
230.0723,7.724707,-2.905764,-0.5326262,-0.2205438,0.3867442,-0.7009454
230.0923,7.714157,-2.910348,-0.5275167,-0.2291722,0.418108,-0.6875665
230.1123,7.703746,-2.915162,-0.5207751,-0.240222,0.4490138,-0.6735019
230.1323,7.693449,-2.920132,-0.5148289,-0.2484825,0.4795306,-0.6589634
230.1523,7.683311,-2.925323,-0.5071688,-0.2590839,0.5095313,-0.643763
230.1723,7.673303,-2.930663,-0.5004064,-0.2669483,0.5390927,-0.6281082
230.1924,7.66347,-2.936213,-0.491856,-0.277065,0.5680831,-0.6118179
230.2124,7.653785,-2.941903,-0.4843052,-0.2845066,0.5965868,-0.5950944
230.2324,7.644292,-2.947794,-0.4748982,-0.2941037,0.6244694,-0.5777643
230.2524,7.634961,-2.953816,-0.4665865,-0.3010968,0.6518223,-0.5600247
230.2724,7.625839,-2.960027,-0.4563581,-0.3101426,0.6785067,-0.5417092
230.2924,7.616931,-2.96641,-0.4457207,-0.3187661,0.7045104,-0.5228635
230.3124,7.608189,-2.972892,-0.4371245,-0.324042,0.7299753,-0.5037061
230.3324,7.59968,-2.979543,-0.4257382,-0.3321999,0.7547089,-0.4840241
230.3524,7.591407,-2.986349,-0.4139812,-0.3399215,0.7787039,-0.4638636
230.3724,7.583319,-2.993239,-0.4044249,-0.3444951,0.8021095,-0.4434297
230.3924,7.575486,-3.00028,-0.391971,-0.3517047,0.8247296,-0.422528
230.4124,7.567909,-3.007456,-0.379191,-0.3584643,0.8465607,-0.4012041
230.4324,7.560534,-3.014703,-0.3687541,-0.3622966,0.8677613,-0.3796496
230.4524,7.553434,-3.022079,-0.3553335,-0.3685018,0.8881289,-0.3576888
230.4724,7.546609,-3.02957,-0.3416322,-0.3742475,0.9076666,-0.3353666
230.4924,7.540002,-3.037116,-0.3303984,-0.3773058,0.9265388,-0.3128592
230.5124,7.533686,-3.044771,-0.3161162,-0.3824579,0.9445411,-0.2900115
230.5324,7.527662,-3.052519,-0.301599,-0.3871452,0.9616778,-0.2668675
230.5524,7.52187,-3.060308,-0.2896592,-0.3894035,0.978121,-0.243587
230.5724,7.516384,-3.068182,-0.2746267,-0.3934628,0.9936649,-0.2200357
230.5924,7.511203,-3.076127,-0.2594031,-0.3970546,1.008315,-0.1962558
230.6124,7.506267,-3.084097,-0.2468506,-0.3984937,1.02225,-0.1723908
230.6324,7.50165,-3.09213,-0.2311801,-0.4014292,1.035261,-0.1483269
230.6525,7.497351,-3.100212,-0.2153699,-0.4038964,1.047357,-0.124107
230.6725,7.493306,-3.108302,-0.2022969,-0.4045048,1.05872,-0.09985317
230.6925,7.489591,-3.116431,-0.1861076,-0.406293,1.069141,-0.07547629
230.7125,7.486202,-3.124587,-0.1698236,-0.4076195,1.078634,-0.05101576
230.7325,7.483076,-3.132735,-0.1563299,-0.4073904,1.087379,-0.026574
230.7525,7.480289,-3.140898,-0.1397407,-0.4080186,1.095168,-0.002085423
230.7725,7.477834,-3.149064,-0.123103,-0.4081941,1.102021,0.02241259
230.7925,7.475649,-3.157206,-0.1092873,-0.4071301,1.108115,0.04683903
230.8125,7.473808,-3.16534,-0.09241842,-0.4065947,1.113246,0.07123519
230.8325,7.472304,-3.173454,-0.07554583,-0.4056182,1.117433,0.09556659
230.8525,7.471075,-3.181528,-0.06151057,-0.4037296,1.120854,0.1197745
230.8725,7.470192,-3.18957,-0.0444847,-0.4020366,1.12331,0.143876
230.8925,7.46965,-3.197569,-0.02749959,-0.3999171,1.124819,0.1678403
230.9125,7.469384,-3.205513,-0.01334368,-0.3972206,1.125558,0.1916305
230.9325,7.469465,-3.213401,0.003716153,-0.3943848,1.125333,0.2152395
230.9525,7.469886,-3.221223,0.02069642,-0.3911401,1.124162,0.2386397
230.9725,7.470585,-3.228976,0.03486861,-0.3876613,1.122218,0.261818
230.9925,7.471628,-3.23665,0.05184202,-0.3837062,1.119315,0.284742
231.0125,7.473009,-3.244236,0.06869078,-0.3793652,1.11547,0.3073889
231.0325,7.474666,-3.251738,0.08278169,-0.3751317,1.110856,0.3297685
231.0525,7.476663,-3.259138,0.09954627,-0.3700936,1.105287,0.3518256
231.0725,7.478992,-3.26643,0.1161439,-0.3646892,1.098787,0.3735405
231.0925,7.481595,-3.273625,0.1300527,-0.3597409,1.09152,0.3949462
231.1125,7.48453,-3.280695,0.1464868,-0.353658,1.083311,0.4159639
231.1326,7.487791,-3.287637,0.1627151,-0.3472378,1.074184,0.4365779
231.1526,7.491319,-3.294469,0.1763417,-0.3416147,1.064296,0.456845
231.1726,7.495171,-3.301157,0.192328,-0.33454,1.053482,0.4766636
231.1926,7.499339,-3.307696,0.2080671,-0.3271534,1.041767,0.4960221
231.2126,7.503766,-3.314114,0.2213131,-0.3209048,1.029301,0.5149993
231.2326,7.508506,-3.320368,0.2367323,-0.3128949,1.015932,0.5334725
231.2526,7.513549,-3.326455,0.2518674,-0.304601,1.001684,0.551434
231.2726,7.518843,-3.33241,0.2646372,-0.2977793,0.9866998,0.5689847
231.2926,7.524436,-3.338183,0.2793753,-0.288898,0.9708408,0.5859807
231.3126,7.530316,-3.343773,0.2937932,-0.2797636,0.9541309,0.6024183
231.3326,7.536437,-3.349221,0.3059923,-0.2724246,0.9367045,0.61842
231.3526,7.54284,-3.354471,0.3199403,-0.262742,0.9184356,0.6338216
231.3726,7.549516,-3.359521,0.3335287,-0.25284,0.8993511,0.6486235
231.3926,7.556418,-3.364422,0.3450669,-0.2450424,0.8795756,0.6629685
231.4126,7.563584,-3.369108,0.3581173,-0.2346343,0.8589987,0.6766734
231.4326,7.571004,-3.373582,0.3707725,-0.2240429,0.8376485,0.6897432
231.4526,7.578636,-3.377899,0.3815619,-0.2158491,0.8156396,0.7023388
231.4726,7.586512,-3.381988,0.3936124,-0.2047965,0.7928768,0.71426
231.4926,7.59462,-3.385853,0.4052364,-0.1935967,0.7693915,0.7255148
231.5126,7.602924,-3.389553,0.4151931,-0.1850695,0.7452847,0.7362825
231.5326,7.61145,-3.393015,0.426149,-0.1734585,0.7204822,0.7463459
231.5526,7.620186,-3.396242,0.4366489,-0.1617388,0.6950151,0.7557179
231.5726,7.6291,-3.3993,0.4456941,-0.1529427,0.668972,0.7645925
231.5927,7.638212,-3.402109,0.4554696,-0.140863,0.6422973,0.7727396
231.6127,7.64751,-3.404675,0.4647575,-0.1287106,0.6150246,0.7801743
231.6327,7.656967,-3.407068,0.47282,-0.119713,0.5872287,0.7871054
231.6527,7.666595,-3.409205,0.481333,-0.1072551,0.5588758,0.7932899
231.6727,7.676383,-3.411092,0.4893369,-0.09476392,0.5299994,0.7987461
231.6927,7.68631,-3.412804,0.4963494,-0.08563177,0.5006604,0.8036951
231.7127,7.696383,-3.414253,0.5035328,-0.0728904,0.4708426,0.8078827
231.7327,7.706587,-3.415447,0.5101811,-0.06015579,0.440585,0.811331
231.7527,7.716909,-3.416465,0.5160881,-0.0509555,0.4099316,0.8142716
231.7727,7.727347,-3.417216,0.5218797,-0.0380257,0.3788882,0.8164413
231.7927,7.73789,-3.41771,0.5271206,-0.02514301,0.3474938,0.8178651
231.8127,7.748528,-3.418028,0.5318712,-0.01594182,0.3157763,0.8187832
231.8327,7.759252,-3.418077,0.5362241,-0.002920364,0.2837638,0.8189249
231.8527,7.770051,-3.417867,0.5400128,0.01001151,0.2514949,0.8183187
231.8727,7.780923,-3.417483,0.5435665,0.01914873,0.2189813,0.8172107
231.8927,7.791851,-3.41683,0.5464444,0.03216264,0.1862719,0.8153269
231.9127,7.802824,-3.415919,0.5487511,0.04504876,0.1534045,0.8126965
231.9327,7.813846,-3.414837,0.5510762,0.05405422,0.1203742,0.8095715
231.9527,7.824894,-3.413489,0.5524557,0.06696358,0.08725075,0.8056747
231.9727,7.835957,-3.411885,0.5532603,0.07970745,0.05407082,0.8010383
231.9927,7.847044,-3.410113,0.5543388,0.08851624,0.02081276,0.7959163
232.0127,7.858126,-3.408079,0.5542088,0.1012255,-0.01243355,0.7900314
232.0327,7.869209,-3.405856,0.554141,0.1111171,-0.04567977,0.7835958
232.0527,7.880267,-3.403374,0.5530051,0.1236441,-0.07884602,0.776404
232.0728,7.891307,-3.400706,0.5520449,0.1333359,-0.1119512,0.7686716
232.0928,7.902303,-3.397784,0.5499071,0.1456351,-0.1449069,0.7601942
232.1128,7.913264,-3.394681,0.5480595,0.1550977,-0.1777423,0.7511866
232.1328,7.92416,-3.391329,0.5449302,0.167128,-0.2103609,0.7414463
232.1528,7.935003,-3.387802,0.5422019,0.1763296,-0.2427991,0.7311885
232.1728,7.945762,-3.384032,0.5380936,0.1880504,-0.2749537,0.7202134
232.1928,7.956451,-3.380092,0.5344956,0.1969611,-0.3068717,0.7087339
232.2128,7.967036,-3.375916,0.529425,0.208332,-0.3384418,0.6965547
232.2328,7.977535,-3.371577,0.5249718,0.2169214,-0.3697185,0.6838862
232.2528,7.98791,-3.36701,0.5189599,0.2279046,-0.4005859,0.6705384
232.2728,7.998183,-3.362286,0.5136682,0.2361437,-0.4311071,0.6567189
232.2928,8.008314,-3.357343,0.5067371,0.246703,-0.4611617,0.6422419
232.3128,8.018327,-3.352251,0.5006291,0.2545629,-0.4908189,0.6273121
232.3328,8.028178,-3.346949,0.4928039,0.2646622,-0.5199508,0.6117491
232.3528,8.037896,-3.341506,0.4859048,0.2721152,-0.5486384,0.5957546
232.3728,8.047436,-3.335864,0.4772181,0.2817212,-0.5767492,0.5791537
232.3928,8.056792,-3.330037,0.4680972,0.2909302,-0.6042694,0.5619926
232.4128,8.066008,-3.324102,0.4607843,0.2966897,-0.6313229,0.5444946
232.4328,8.07502,-3.317985,0.4508702,0.3054881,-0.657728,0.5264373
232.4528,8.083825,-3.3117,0.4405526,0.3138787,-0.6834754,0.5078633
232.4728,8.092469,-3.305319,0.4322182,0.318983,-0.7086998,0.4889884
232.4928,8.100886,-3.298774,0.4211576,0.3269114,-0.7332112,0.4696041
232.5128,8.109075,-3.292078,0.4097319,0.3344124,-0.7570061,0.4497555
232.5329,8.117083,-3.285301,0.4004435,0.3388228,-0.7802281,0.429644
232.5529,8.124844,-3.278378,0.3883267,0.3458198,-0.8026862,0.4090783
232.5729,8.132355,-3.271324,0.3758828,0.3523747,-0.8243753,0.3881037
232.5929,8.139668,-3.264203,0.3657203,0.3560533,-0.8454496,0.3669089
232.6129,8.146715,-3.256955,0.3526414,0.3620636,-0.8657117,0.3453203
232.6329,8.153494,-3.249597,0.3392866,0.367624,-0.8851626,0.323383
232.6529,8.16006,-3.242186,0.3283273,0.3705382,-0.9039646,0.3012701
232.6729,8.166341,-3.23467,0.3143918,0.3755156,-0.9219136,0.2788288
232.6929,8.172338,-3.227064,0.3002276,0.3800375,-0.9390192,0.2561016
232.7129,8.178109,-3.21942,0.288559,0.3821629,-0.9554456,0.233247
232.7329,8.18358,-3.211694,0.2738768,0.3860683,-0.9709902,0.2101318
232.7529,8.188753,-3.203899,0.2590036,0.3895155,-0.9856601,0.1867986
232.7729,8.193686,-3.196082,0.2467224,0.390835,-0.9996265,0.1633875
232.7929,8.198308,-3.188205,0.231405,0.393639,-1.012688,0.1397871
232.8129,8.20262,-3.180282,0.2159429,0.3959855,-1.024854,0.1160387
232.8329,8.206681,-3.172352,0.2031355,0.396487,-1.036297,0.092263
232.8529,8.210421,-3.164385,0.1872972,0.3981677,-1.046818,0.06837136
232.8729,8.21384,-3.156394,0.1713554,0.3993958,-1.056426,0.04440315
232.8929,8.217002,-3.148413,0.1581239,0.3990751,-1.065298,0.02045999
232.9129,8.219832,-3.140418,0.1418785,0.3996207,-1.073232,-0.003524517
232.9329,8.222337,-3.132421,0.1255844,0.3997231,-1.080244,-0.02751452
232.9529,8.224576,-3.124449,0.1120194,0.3985817,-1.086509,-0.05142768
232.9729,8.22648,-3.116488,0.09549049,0.3979887,-1.09183,-0.07530683
232.993,8.228051,-3.108547,0.07894865,0.3969641,-1.09622,-0.099119
233.013,8.229353,-3.100647,0.06515764,0.3950142,-1.099854,-0.1228034
233.033,8.230315,-3.09278,0.04846177,0.393289,-1.102539,-0.1463802
233.053,8.230945,-3.084956,0.03180201,0.3911469,-1.104295,-0.1698179
233.073,8.231301,-3.077188,0.01787718,0.3884054,-1.10529,-0.193079
233.093,8.231318,-3.069477,0.001134007,0.3855637,-1.105335,-0.2161593
233.113,8.231,-3.061831,-0.01552973,0.3823231,-1.10445,-0.2390321
233.133,8.23041,-3.054255,-0.02948249,0.3788135,-1.102803,-0.2616807
233.153,8.22948,-3.046758,-0.04615051,0.3748797,-1.100208,-0.2840786
233.173,8.228219,-3.039347,-0.06269883,0.3705669,-1.096689,-0.3062016
233.193,8.226686,-3.032021,-0.0765819,0.3663207,-1.092408,-0.3280568
233.213,8.224819,-3.024796,-0.09305549,0.3613278,-1.087188,-0.3495938
233.233,8.222626,-3.017678,-0.1093667,0.3559783,-1.081053,-0.3707919
233.253,8.220163,-3.010658,-0.1230831,0.3510324,-1.074159,-0.3916818
233.273,8.217372,-3.00376,-0.139244,0.3450217,-1.066336,-0.4121896
233.293,8.214262,-2.996989,-0.1552003,0.3386799,-1.05761,-0.4322999
233.313,8.210835,-2.990353,-0.1710084,0.3319956,-1.047984,-0.4519924
233.333,8.207163,-2.983823,-0.1835731,0.3265235,-1.037653,-0.4713491
233.353,8.203175,-2.977441,-0.19913,0.319234,-1.026419,-0.4902461
233.373,8.19888,-2.971212,-0.2144414,0.3116483,-1.014304,-0.5086728
233.393,8.194332,-2.965107,-0.2273778,0.3052453,-1.001452,-0.5267114
233.413,8.18948,-2.95917,-0.2423537,0.2970628,-0.9877189,-0.5442374
233.433,8.184334,-2.953403,-0.2570418,0.2886151,-0.9731285,-0.5612439
233.453,8.178943,-2.94777,-0.2694883,0.2816721,-0.9578156,-0.5778352
233.4731,8.173263,-2.942321,-0.2837654,0.2726628,-0.9416518,-0.5938662
233.4931,8.167303,-2.937058,-0.297725,0.2634208,-0.9246603,-0.6093347
233.5131,8.161111,-2.931939,-0.3095891,0.2559934,-0.9069704,-0.6243645
233.5331,8.154645,-2.927019,-0.3230654,0.2462288,-0.8884615,-0.6387916
233.5531,8.147917,-2.9223,-0.3361847,0.2362633,-0.8691625,-0.6526175
233.5731,8.140968,-2.917732,-0.3473768,0.2284125,-0.8491904,-0.6659854
233.5931,8.133765,-2.913379,-0.3599468,0.2179692,-0.828443,-0.678713
233.6131,8.126319,-2.909239,-0.372124,0.2073593,-0.80695,-0.6908063
233.6331,8.118667,-2.905257,-0.3825611,0.1991453,-0.7848158,-0.7024266
233.6531,8.110781,-2.901501,-0.3941244,0.1881039,-0.7619578,-0.7133752
233.6731,8.102673,-2.89797,-0.405269,0.1769311,-0.7384062,-0.7236605
233.6931,8.094375,-2.894602,-0.4148672,0.1684186,-0.7142531,-0.733461
233.7131,8.085865,-2.891472,-0.4253381,0.1568641,-0.6894327,-0.742563
233.7331,8.077156,-2.888575,-0.4353502,0.145216,-0.6639793,-0.7509791
233.7531,8.068274,-2.885847,-0.4440387,0.136468,-0.6379696,-0.7589011
233.7731,8.059206,-2.883365,-0.4533284,0.1244895,-0.6113605,-0.7661031
233.7931,8.049961,-2.881124,-0.4621374,0.1124538,-0.584182,-0.7726002
233.8131,8.040564,-2.879054,-0.4698411,0.1035367,-0.5565038,-0.778599
233.8331,8.031005,-2.877238,-0.477874,0.09122375,-0.5283005,-0.7838597
233.8531,8.021296,-2.875669,-0.4854078,0.07889464,-0.4996032,-0.788403
233.8731,8.011454,-2.874272,-0.4920636,0.06987324,-0.470466,-0.7924449
233.8931,8.001477,-2.873134,-0.4987766,0.05732002,-0.4408842,-0.7957371
233.9131,7.991378,-2.872247,-0.5049648,0.04478759,-0.410893,-0.7983016
233.9332,7.981167,-2.871533,-0.5105226,0.03572998,-0.3805278,-0.8003656
233.9532,7.970849,-2.871082,-0.5158591,0.02303019,-0.3498047,-0.8016719
233.9732,7.960436,-2.870883,-0.520654,0.01039162,-0.3187613,-0.8022453
233.9932,7.949935,-2.870857,-0.525065,0.001361968,-0.2874185,-0.8023211
234.0132,7.939355,-2.871094,-0.5289804,-0.01138797,-0.2558102,-0.8016367
234.0332,7.92871,-2.871584,-0.5323437,-0.02403962,-0.223975,-0.8002188
234.0532,7.917998,-2.872245,-0.5355691,-0.03297493,-0.1919175,-0.7983092
234.0732,7.907238,-2.873167,-0.5380311,-0.04568109,-0.1596936,-0.7956406
234.0932,7.896441,-2.874342,-0.5399354,-0.05824889,-0.1273398,-0.7922422
234.1132,7.885602,-2.875683,-0.5419475,-0.06702539,-0.09484528,-0.7883604
234.1332,7.874745,-2.877284,-0.542936,-0.07959222,-0.0622853,-0.7837251
234.1532,7.86388,-2.879134,-0.5433664,-0.09198262,-0.02969366,-0.7783682
234.1732,7.852997,-2.881145,-0.5441487,-0.1005362,0.002954423,-0.7725387
234.1932,7.842125,-2.883412,-0.5436577,-0.1128698,0.03556782,-0.7659661
234.2132,7.831276,-2.885921,-0.5426095,-0.1249891,0.06811123,-0.7586852
234.2332,7.820433,-2.888587,-0.5421571,-0.1332574,0.1006266,-0.7509445
234.2532,7.809632,-2.891502,-0.5401908,-0.1452647,0.1330058,-0.7424763
234.2732,7.798882,-2.894652,-0.5376793,-0.1570229,0.1652167,-0.7333167
234.2932,7.788162,-2.897951,-0.5359942,-0.1649444,0.1973171,-0.7237139
234.3132,7.777514,-2.901491,-0.5325707,-0.1765353,0.2291809,-0.7134036
234.3332,7.766922,-2.905199,-0.5295957,-0.1853758,0.2608491,-0.7025934
234.3532,7.756421,-2.909141,-0.5252181,-0.1966443,0.2922176,-0.6910909
234.3732,7.745994,-2.913245,-0.5213924,-0.205177,0.3233348,-0.6791039
234.3932,7.735676,-2.917576,-0.5160773,-0.2160809,0.3540901,-0.6664429
234.4133,7.725448,-2.922062,-0.5114174,-0.2242793,0.3845411,-0.6533135
234.4333,7.715348,-2.926767,-0.5051857,-0.2347815,0.4145693,-0.6395324
234.4533,7.705384,-2.931674,-0.4984712,-0.2449378,0.4441548,-0.6251403
234.4733,7.69552,-2.936705,-0.4932212,-0.2514806,0.4733981,-0.6103725
234.4933,7.685811,-2.941939,-0.4856637,-0.2613113,0.5021371,-0.5949893
234.5133,7.676263,-2.947363,-0.4776496,-0.2707755,0.5303528,-0.5790325
234.5333,7.666838,-2.952899,-0.4712911,-0.2767488,0.558159,-0.5627291
234.5533,7.657594,-2.958623,-0.4624713,-0.2858368,0.5853838,-0.5458509
234.5733,7.648535,-2.964522,-0.4532275,-0.2945346,0.6120125,-0.5284407
234.5933,7.639619,-2.97052,-0.4458144,-0.2998907,0.6381731,-0.5107176
234.6133,7.630908,-2.976691,-0.435805,-0.3081652,0.663683,-0.492466
234.6333,7.622406,-2.983019,-0.4254104,-0.3160316,0.6885328,-0.4737294
234.6533,7.614067,-2.989434,-0.417006,-0.3207262,0.7128589,-0.4547159
234.6733,7.605955,-2.996004,-0.4058921,-0.3281233,0.7364754,-0.4352257
234.6933,7.598073,-3.002712,-0.3944313,-0.3350971,0.759375,-0.4153024
234.7133,7.590371,-3.009495,-0.3851044,-0.3390922,0.7817041,-0.3951421
234.7333,7.582918,-3.016412,-0.3729762,-0.3455551,0.80327,-0.3745612
234.7533,7.575714,-3.02345,-0.3605428,-0.3515825,0.8240721,-0.3536036
234.7733,7.568707,-3.030548,-0.3503693,-0.3548441,0.844263,-0.3324509
234.7933,7.561966,-3.03776,-0.3373231,-0.3603218,0.8636482,-0.3109392
234.8133,7.555493,-3.045073,-0.3240129,-0.3653563,0.882227,-0.2891109
234.8333,7.549232,-3.05243,-0.3130777,-0.3678575,0.9001617,-0.2671332
234.8533,7.543254,-3.059881,-0.2992156,-0.372308,0.9172534,-0.2448609
234.8734,7.537559,-3.067413,-0.285136,-0.3763114,0.9335076,-0.2223361
234.8934,7.532089,-3.074974,-0.2735219,-0.3780296,0.949087,-0.1997094
234.9134,7.526917,-3.082607,-0.258953,-0.3814189,0.9637954,-0.1768557
234.9334,7.522039,-3.090298,-0.2442075,-0.384359,0.9776396,-0.1538167
234.9534,7.5174,-3.098004,-0.2320063,-0.3852803,0.9907867,-0.130725
234.9734,7.51307,-3.105759,-0.2168393,-0.3875814,1.003039,-0.1074768
234.9934,7.509047,-3.113552,-0.2015412,-0.3894371,1.014407,-0.08411209
235.0134,7.50527,-3.121343,-0.1888452,-0.3895531,1.02506,-0.06074512
235.0334,7.501813,-3.129161,-0.1731931,-0.3907498,1.034801,-0.03729436
235.0534,7.498672,-3.136994,-0.157457,-0.3915068,1.043643,-0.01379626
235.0734,7.495785,-3.14481,-0.1443605,-0.3908163,1.051757,0.009653337
235.0934,7.493225,-3.152631,-0.1283409,-0.3908993,1.058946,0.03311379
235.1134,7.490987,-3.160444,-0.1122778,-0.3905531,1.065226,0.05655004
235.1334,7.48901,-3.168225,-0.0988795,-0.3890626,1.070767,0.07988775
235.1534,7.487365,-3.175987,-0.08260769,-0.3880337,1.075377,0.1031634
235.1734,7.486045,-3.18372,-0.06633806,-0.3865884,1.079073,0.1263457
235.1934,7.484991,-3.191406,-0.05273359,-0.38431,1.082022,0.1493797
235.2134,7.484271,-3.199051,-0.03632831,-0.382179,1.084037,0.1722799
235.2334,7.483879,-3.206644,-0.01996523,-0.3796453,1.085134,0.1950166
235.2534,7.483755,-3.214176,-0.006256291,-0.376601,1.085481,0.2175587
235.2734,7.483964,-3.221644,0.01016462,-0.3733855,1.084894,0.2398967
235.2934,7.484501,-3.229039,0.02649962,-0.3697881,1.083394,0.2620047
235.3134,7.485306,-3.236359,0.04021795,-0.3660026,1.08114,0.2838733
235.3335,7.486443,-3.243593,0.05653544,-0.3617311,1.077959,0.3054699
235.3535,7.487904,-3.250733,0.07272768,-0.3570972,1.073867,0.3267725
235.3735,7.489687,-3.257774,0.08883794,-0.3521039,1.068871,0.3477594
235.3935,7.49172,-3.264724,0.1015994,-0.347536,1.063169,0.3684614
235.4135,7.494078,-3.27156,0.1175927,-0.341913,1.056553,0.3888066
235.4335,7.496752,-3.278277,0.1334174,-0.3359581,1.04904,0.4087779
235.4535,7.49974,-3.284868,0.149098,-0.3296666,1.040637,0.4283563
235.4735,7.502973,-3.291355,0.1615892,-0.3243704,1.031535,0.4476084
235.4935,7.506519,-3.297701,0.1770568,-0.3174779,1.021539,0.4664263
235.5135,7.510371,-3.303904,0.1923038,-0.310287,1.010666,0.4847976
235.5335,7.514524,-3.309956,0.2073519,-0.3027856,0.9989285,0.502706
235.5535,7.518913,-3.315892,0.2194147,-0.2968454,0.9865025,0.5202544
235.5735,7.523601,-3.321664,0.2341557,-0.288781,0.9732091,0.5372989
235.5935,7.528578,-3.327269,0.2486208,-0.2804573,0.959073,0.5538327
235.6135,7.53384,-3.332701,0.2628427,-0.271851,0.9441025,0.5698408
235.6335,7.539328,-3.338007,0.2743208,-0.2653579,0.9284625,0.5854623
235.6535,7.545095,-3.343127,0.288138,-0.2562363,0.9119945,0.6005193
235.6735,7.551132,-3.34806,0.3016319,-0.2468954,0.8947248,0.6150097
235.6935,7.557395,-3.352847,0.3131462,-0.2394091,0.8767714,0.6290599
235.7135,7.563922,-3.357433,0.32615,-0.2295756,0.858027,0.642506
235.7335,7.570702,-3.361818,0.3387952,-0.2195582,0.838518,0.6553496
235.7535,7.577695,-3.366051,0.3496274,-0.2116832,0.818354,0.6677356
235.7735,7.584933,-3.37007,0.3617144,-0.2012163,0.7974424,0.6794827
235.7935,7.592405,-3.373875,0.3734124,-0.1905998,0.775812,0.6905965
235.8136,7.600075,-3.377522,0.3834819,-0.182398,0.753561,0.7012401
235.8336,7.607969,-3.380943,0.3945594,-0.1713768,0.730615,0.7112141
235.8536,7.616076,-3.38414,0.4052167,-0.1602446,0.7070019,0.72053
235.8736,7.624366,-3.387175,0.4144447,-0.1517781,0.6828104,0.7293646
235.8936,7.632857,-3.389974,0.4244253,-0.1402893,0.6579815,0.7375056
235.9136,7.641538,-3.39254,0.4339549,-0.128725,0.6325473,0.7449666
235.9336,7.650384,-3.394941,0.4422697,-0.1200585,0.606582,0.75194
235.9536,7.659407,-3.397097,0.4510721,-0.1081897,0.5800472,0.7582006
235.9736,7.668597,-3.399014,0.4593994,-0.09628157,0.5529745,0.7637646
235.9936,7.677932,-3.400763,0.4667324,-0.08747968,0.5254256,0.7688369
236.0136,7.687419,-3.402262,0.4742852,-0.07532022,0.4973808,0.7731813
236.0336,7.697047,-3.403516,0.4813407,-0.06316017,0.4688745,0.7768172
236.0536,7.7068,-3.404601,0.4876333,-0.05428728,0.4399525,0.7799608
236.0736,7.716678,-3.405432,0.4938734,-0.04192954,0.4106175,0.7823654
236.0936,7.72667,-3.406015,0.4996013,-0.02960888,0.3809032,0.7840543
236.1136,7.736766,-3.406428,0.5047999,-0.02072943,0.3508412,0.7852521
236.1336,7.74696,-3.406585,0.5096785,-0.008267591,0.3204519,0.7857056
236.1536,7.75724,-3.406493,0.5140274,0.00412064,0.2897715,0.7854404
236.1736,7.767602,-3.406234,0.5180901,0.01294123,0.2588154,0.7846887
236.1936,7.778033,-3.405717,0.5215654,0.02541649,0.2276262,0.7831913
236.2136,7.788522,-3.404952,0.5245008,0.0377778,0.196238,0.7809754
236.2336,7.79907,-3.404021,0.5273929,0.0464765,0.1646511,0.7782803
236.2536,7.809658,-3.402835,0.5294364,0.05886983,0.1329272,0.7748425
236.2737,7.820275,-3.401403,0.5309359,0.07111201,0.1011013,0.7706923
236.2937,7.830927,-3.39981,0.5326321,0.07962461,0.06915666,0.7660717
236.3137,7.84159,-3.397964,0.5332286,0.09184329,0.03717274,0.7607165
236.3337,7.852253,-3.395877,0.5332795,0.103875,0.005184588,0.7546582
236.3537,7.862929,-3.393633,0.5337658,0.1121391,-0.02684134,0.7481415
236.3737,7.873585,-3.391142,0.5329101,0.124091,-0.05880557,0.7409029
236.3937,7.884212,-3.388417,0.5315154,0.135822,-0.09067734,0.732976
236.4137,7.894828,-3.38554,0.5307878,0.143777,-0.1225046,0.7246057
236.4337,7.905395,-3.382424,0.5284886,0.1553736,-0.1541722,0.7155298
236.4537,7.915905,-3.37908,0.5256621,0.1667137,-0.18565,0.7057846
236.4737,7.926379,-3.375593,0.5237282,0.1743008,-0.2170016,0.6956133
236.4937,7.936776,-3.371876,0.5200091,0.1854536,-0.2480985,0.6847588
236.5137,7.947087,-3.36794,0.5157759,0.1963192,-0.2789136,0.6732585
236.5337,7.95734,-3.363869,0.5126518,0.2034804,-0.309524,0.6613529
236.5537,7.967487,-3.359579,0.5075434,0.214105,-0.3397864,0.6487918
236.5737,7.977521,-3.355082,0.5019445,0.2244142,-0.3696773,0.6356126
236.5937,7.987474,-3.350459,0.4976583,0.2310944,-0.3992886,0.6220527
236.6137,7.997294,-3.345628,0.4912077,0.2411108,-0.4284667,0.6078686
